id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,result
424,2022,2022-06-20,Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Gujarat Titans,70,0,Sam Rabada,normal
425,2022,2022-06-21,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,1,Marnus Chahar,normal
426,2022,2022-06-22,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Lucknow Super Giants,0,4,Tim Markram,normal
427,2023,2023-03-25,Kolkata Knight Riders,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Punjab Kings,field,Punjab Kings,0,4,Tim Samson,normal
428,2023,2023-03-26,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Delhi Capitals,0,8,Sam Iyer,normal
429,2023,2023-03-27,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Chennai Super Kings,0,4,Ravichandran Kishan,normal
430,2023,2023-03-28,Lucknow Super Giants,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Lucknow,Rajasthan Royals,field,Lucknow Super Giants,0,1,Jason Pujara,normal
431,2023,2023-03-29,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai,Kolkata Knight Riders,field,Mumbai Indians,12,0,Faf Iyer,normal
432,2023,2023-03-30,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,1,Alex Behrendorff,normal
433,2023,2023-03-31,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,4,Ben Pooran,normal
434,2023,2023-04-01,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Rajasthan Royals,38,0,Jos Rahane,normal
435,2023,2023-04-02,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,bat,Delhi Capitals,0,1,Virat Green,normal
436,2023,2023-04-03,Punjab Kings,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Kolkata Knight Riders,bat,Punjab Kings,26,0,Jos Iyer,normal
437,2023,2023-04-04,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,bat,Chennai Super Kings,0,5,Prithvi Chahal,normal
438,2023,2023-04-05,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai,Punjab Kings,bat,Punjab Kings,55,0,Trent de Kock,normal
439,2023,2023-04-06,Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Gujarat Titans,field,Gujarat Titans,0,6,Kane Chahar,normal
440,2023,2023-04-07,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad,35,0,Alex Chahal,normal
441,2023,2023-04-08,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata,Rajasthan Royals,field,Kolkata Knight Riders,0,5,Marnus Chahar,normal
442,2023,2023-04-09,Rajasthan Royals,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,bat,Rajasthan Royals,0,10,Prithvi Kohli,normal
443,2023,2023-04-10,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,7,Hardik Markram,normal
444,2023,2023-04-11,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Royal Challengers Bangalore,0,6,Shardul Livingstone,normal
445,2023,2023-04-12,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Chennai Super Kings,2,0,Ravichandran Kishan,normal
446,2023,2023-04-13,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi,Chennai Super Kings,bat,Chennai Super Kings,29,0,Yuzvendra Rahul,normal
447,2023,2023-04-14,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Punjab Kings,bat,Gujarat Titans,0,6,Jos Jadeja,normal
448,2023,2023-04-15,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,22,0,Marcus Labuschagne,tie
449,2023,2023-04-16,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Mumbai Indians,field,Mumbai Indians,41,0,Jos Curran,normal
450,2023,2023-04-17,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Punjab Kings,field,Rajasthan Royals,0,5,Virat Ashwin,normal
451,2023,2023-04-18,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,20,0,Washington Stokes,normal
452,2023,2023-04-19,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Gujarat Titans,0,10,Marcus Rabada,normal
453,2023,2023-04-20,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Punjab Kings,0,2,Kane Livingstone,normal
454,2023,2023-04-21,Mumbai Indians,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Mumbai Indians,bat,Lucknow Super Giants,0,2,Marcus Ashwin,normal
455,2023,2023-04-22,Lucknow Super Giants,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,bat,Lucknow Super Giants,0,7,Nicholas Pooran,tie
456,2023,2023-04-23,Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Sunrisers Hyderabad,field,Gujarat Titans,0,1,Shreyas Iyer,normal
457,2023,2023-04-24,Rajasthan Royals,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Mohali,Rajasthan Royals,bat,Delhi Capitals,4,0,Sam Lynn,normal
458,2023,2023-04-25,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi,Punjab Kings,field,Delhi Capitals,14,0,Steve Rahane,normal
459,2023,2023-04-26,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Kolkata,Gujarat Titans,field,Kolkata Knight Riders,0,10,Ishan Rahane,normal
460,2023,2023-04-27,Chennai Super Kings,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow",Lucknow,Chennai Super Kings,bat,Chennai Super Kings,0,7,Sam Sharma,normal
461,2023,2023-04-28,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,5,Axar Kumar,normal
462,2023,2023-04-29,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Kolkata Knight Riders,bat,Gujarat Titans,120,0,Sam Khan,normal
463,2023,2023-04-30,Lucknow Super Giants,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,bat,Lucknow Super Giants,0,3,Nicholas Pooran,normal
464,2023,2023-05-01,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai,Sunrisers Hyderabad,bat,Mumbai Indians,5,0,Liam Jadeja,normal
465,2023,2023-05-02,Royal Challengers Bangalore,Gujarat Titans,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Gujarat Titans,23,0,Jasprit Paine,normal
466,2023,2023-05-03,Gujarat Titans,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai,Gujarat Titans,field,Delhi Capitals,25,0,Aiden Shami,normal
467,2023,2023-05-04,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Rajasthan Royals,25,0,Jos Rahane,normal
468,2023,2023-05-05,Lucknow Super Giants,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,field,Delhi Capitals,0,8,Marnus Bumrah,normal
469,2023,2023-05-06,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai,Delhi Capitals,field,Chennai Super Kings,3,0,Prithvi Chahal,normal
470,2023,2023-05-07,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,bat,Delhi Capitals,16,0,Kane Rabada,normal
471,2023,2023-05-08,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Rajasthan Royals,0,4,Ajinkya Williamson,normal
472,2023,2023-05-09,Chennai Super Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai,Chennai Super Kings,bat,Chennai Super Kings,55,0,Jos Sundar,normal
473,2023,2023-05-10,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Mumbai Indians,0,3,Shardul Khan,normal
474,2023,2023-05-11,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,4,0,Andre Starc,normal
475,2023,2023-05-12,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,120,0,Faf Samson,normal
476,2023,2023-05-13,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata,Royal Challengers Bangalore,field,Royal Challengers Bangalore,11,0,Andre Khan,normal
477,2023,2023-05-14,Lucknow Super Giants,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Chennai Super Kings,bat,Lucknow Super Giants,2,0,Kane du Plessis,normal
478,2023,2023-05-15,Mumbai Indians,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai,Mumbai Indians,bat,Punjab Kings,34,0,Kagiso Stokes,normal
479,2023,2023-05-16,Lucknow Super Giants,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,bat,Punjab Kings,0,6,Cheteshwar Ashwin,normal
480,2023,2023-05-17,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Rajasthan Royals,field,Rajasthan Royals,1,0,Rashid Maxwell,normal
481,2023,2023-05-18,Kolkata Knight Riders,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",Jaipur,Kolkata Knight Riders,bat,Lucknow Super Giants,4,0,Marcus Green,normal
482,2023,2023-05-19,Chennai Super Kings,Gujarat Titans,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Gujarat Titans,0,3,Bhuvneshwar Stokes,normal
483,2023,2023-05-20,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Mumbai Indians,24,0,Trent Sundar,normal
484,2023,2023-05-21,Chennai Super Kings,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Jaipur,Chennai Super Kings,field,Chennai Super Kings,58,0,Kuldeep Patel,normal
485,2023,2023-05-22,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Gujarat Titans,field,Gujarat Titans,0,3,Shreyas Iyer,normal
486,2023,2023-05-23,Lucknow Super Giants,Royal Challengers Bangalore,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,field,Lucknow Super Giants,0,10,Sanju Dhoni,normal
487,2023,2023-05-24,Sunrisers Hyderabad,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Mumbai,Lucknow Super Giants,field,Lucknow Super Giants,0,10,Jason Curran,normal
488,2023,2023-05-25,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,bat,Rajasthan Royals,39,0,Hardik Iyer,normal
489,2023,2023-05-26,Royal Challengers Bangalore,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,6,0,Ben Rahane,normal
490,2023,2023-05-27,Punjab Kings,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Lucknow,Punjab Kings,field,Punjab Kings,0,6,Nicholas Rabada,normal
491,2023,2023-05-28,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Chennai Super Kings,bat,Chennai Super Kings,1,0,Jason Rahane,normal
492,2023,2023-05-29,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata,Chennai Super Kings,field,Chennai Super Kings,0,1,Ravichandran Shami,normal
493,2023,2023-05-30,Punjab Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai,Punjab Kings,bat,Punjab Kings,0,1,Axar Chahal,normal
494,2023,2023-05-31,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata,Delhi Capitals,field,Kolkata Knight Riders,0,8,Quinton Bairstow,normal
495,2023,2023-06-01,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,1,Hardik Iyer,normal
496,2023,2023-06-02,Lucknow Super Giants,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,48,0,Ravindra Bumrah,normal
497,2023,2023-06-03,Chennai Super Kings,Royal Challengers Bangalore,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,bat,Chennai Super Kings,1,0,Ravichandran Kishan,normal
498,2023,2023-06-04,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Punjab Kings,field,Punjab Kings,0,3,Marnus Khan,normal
499,2023,2023-06-05,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Mumbai Indians,field,Mumbai Indians,15,0,Kuldeep Rahane,normal
500,2023,2023-06-06,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,0,4,Rohit Maxwell,normal
501,2023,2023-06-07,Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Mohali,Lucknow Super Giants,bat,Punjab Kings,0,1,Prithvi Yadav,normal
502,2023,2023-06-08,Delhi Capitals,Gujarat Titans,"Eden Gardens, Kolkata",Kolkata,Delhi Capitals,field,Gujarat Titans,0,1,Sanju Rabada,normal
503,2023,2023-06-09,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi,Sunrisers Hyderabad,field,Sunrisers Hyderabad,48,0,Axar Pant,normal
504,2023,2023-06-10,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,field,Gujarat Titans,0,4,Kane Chahar,normal
505,2023,2023-06-11,Punjab Kings,Gujarat Titans,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Punjab Kings,bat,Punjab Kings,17,0,Tim Lynn,normal
506,2023,2023-06-12,Lucknow Super Giants,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,field,Sunrisers Hyderabad,17,0,Ben Rahul,normal
507,2023,2023-06-13,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi,Kolkata Knight Riders,bat,Delhi Capitals,0,10,Sanju Kumar,normal
508,2023,2023-06-14,Mumbai Indians,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Chennai Super Kings,0,7,Ravichandran Kishan,normal
509,2023,2023-06-15,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Mohali,Chennai Super Kings,field,Chennai Super Kings,27,0,Sam Sharma,normal
510,2023,2023-06-16,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi,Lucknow Super Giants,bat,Lucknow Super Giants,1,0,Jason Curran,normal
511,2023,2023-06-17,Sunrisers Hyderabad,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Rajasthan Royals,bat,Sunrisers Hyderabad,39,0,Alex Sundar,normal
512,2023,2023-06-18,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Delhi Capitals,bat,Delhi Capitals,2,0,Tim Green,tie
513,2023,2023-06-19,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,bat,Rajasthan Royals,32,0,Glenn Pooran,normal
514,2023,2023-06-20,Gujarat Titans,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Jaipur,Mumbai Indians,bat,Mumbai Indians,0,1,Liam Yadav,normal
515,2023,2023-06-21,Gujarat Titans,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,bat,Gujarat Titans,0,10,Sanju Stoinis,normal
516,2023,2023-06-22,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,1,KL Maxwell,normal
517,2024,2024-03-25,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Mumbai Indians,field,Mumbai Indians,0,7,Ravichandran Cummins,normal
518,2024,2024-03-26,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Punjab Kings,9,0,Jos Iyer,normal
519,2024,2024-03-27,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,bat,Punjab Kings,14,0,Aiden Chahar,normal
520,2024,2024-03-28,Lucknow Super Giants,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai,Delhi Capitals,field,Lucknow Super Giants,1,0,Nicholas Pooran,normal
521,2024,2024-03-29,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,bat,Gujarat Titans,97,0,Jos Jadeja,normal
522,2024,2024-03-30,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata,Royal Challengers Bangalore,bat,Kolkata Knight Riders,35,0,Nicholas Labuschagne,normal
523,2024,2024-03-31,Lucknow Super Giants,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Mohali,Rajasthan Royals,bat,Lucknow Super Giants,0,1,Cheteshwar Smith,normal
524,2024,2024-04-01,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Rajasthan Royals,field,Gujarat Titans,0,7,Steve de Kock,normal
525,2024,2024-04-02,Lucknow Super Giants,Gujarat Titans,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,bat,Lucknow Super Giants,9,0,Marcus Green,normal
526,2024,2024-04-03,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Rajasthan Royals,0,3,Rashid Maxwell,normal
527,2024,2024-04-04,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,bat,Rajasthan Royals,80,0,Sam Thakur,normal
528,2024,2024-04-05,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,28,0,Ben Pooran,normal
529,2024,2024-04-06,Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Punjab Kings,0,1,Kane Livingstone,normal
530,2024,2024-04-07,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Kolkata Knight Riders,0,9,Marcus Kishan,normal
531,2024,2024-04-08,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Delhi Capitals,0,3,Yuzvendra Samson,normal
532,2024,2024-04-09,Gujarat Titans,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Mumbai Indians,field,Gujarat Titans,0,1,Ravindra Rahane,normal
533,2024,2024-04-10,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,0,2,Kuldeep Sundar,normal
534,2024,2024-04-11,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Delhi Capitals,23,0,Tim Green,normal
535,2024,2024-04-12,Sunrisers Hyderabad,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Mohali,Royal Challengers Bangalore,field,Sunrisers Hyderabad,15,0,Axar Pant,normal
536,2024,2024-04-13,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,bat,Delhi Capitals,1,0,Aiden Shami,normal
537,2024,2024-04-14,Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata,Lucknow Super Giants,bat,Kolkata Knight Riders,36,0,Marcus Kishan,normal
538,2024,2024-04-15,Chennai Super Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Mohali,Royal Challengers Bangalore,field,Chennai Super Kings,0,5,Jasprit Samson,normal
539,2024,2024-04-16,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,field,Delhi Capitals,0,7,Ishan Shaw,normal
540,2024,2024-04-17,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,6,0,Ajinkya Rahane,normal
541,2024,2024-04-18,Royal Challengers Bangalore,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Jaipur,Royal Challengers Bangalore,field,Sunrisers Hyderabad,5,0,Alex Chahal,normal
542,2024,2024-04-19,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,2,Aiden Starc,normal
543,2024,2024-04-20,Lucknow Super Giants,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Lucknow,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0,Kane Patel,tie
544,2024,2024-04-21,Chennai Super Kings,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Mohali,Lucknow Super Giants,bat,Chennai Super Kings,12,0,Jonny Behrendorff,normal
545,2024,2024-04-22,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Mumbai Indians,0,3,Ravindra Smith,tie
546,2024,2024-04-23,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Royal Challengers Bangalore,4,0,Virat Starc,normal
547,2024,2024-04-24,Delhi Capitals,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata,Delhi Capitals,field,Delhi Capitals,7,0,Liam Green,normal
548,2024,2024-04-25,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Sunrisers Hyderabad,0,2,Tim Russell,normal
549,2024,2024-04-26,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,7,0,Axar Shaw,normal
550,2024,2024-04-27,Lucknow Super Giants,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Jaipur,Lucknow Super Giants,field,Lucknow Super Giants,0,5,Shardul Stoinis,tie
551,2024,2024-04-28,Chennai Super Kings,Gujarat Titans,"M. A. Chidambaram Stadium, Chennai",Chennai,Gujarat Titans,bat,Chennai Super Kings,0,1,Jos Sundar,normal
552,2024,2024-04-29,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,field,Chennai Super Kings,24,0,Mitchell Paine,normal
553,2024,2024-04-30,Rajasthan Royals,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow",Lucknow,Rajasthan Royals,field,Lucknow Super Giants,0,1,Glenn Patel,normal
554,2024,2024-05-01,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,bat,Gujarat Titans,0,2,Shardul Ashwin,normal
555,2024,2024-05-02,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,1,Ishan Gill,normal
556,2024,2024-05-03,Chennai Super Kings,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Chennai Super Kings,bat,Rajasthan Royals,28,0,Kane Shaw,normal
557,2024,2024-05-04,Lucknow Super Giants,Royal Challengers Bangalore,"Ekana Cricket Stadium, Lucknow",Lucknow,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,3,Andre Khan,normal
558,2024,2024-05-05,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Mumbai Indians,26,0,Chris Patel,normal
559,2024,2024-05-06,Delhi Capitals,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata,Delhi Capitals,bat,Delhi Capitals,0,2,Sam Livingstone,normal
560,2024,2024-05-07,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Punjab Kings,field,Punjab Kings,22,0,Prithvi Yadav,normal
561,2024,2024-05-08,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Lucknow Super Giants,field,Lucknow Super Giants,39,0,Hardik Buttler,normal
562,2024,2024-05-09,Sunrisers Hyderabad,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi,Punjab Kings,bat,Punjab Kings,20,0,David Thakur,normal
563,2024,2024-05-10,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata,Rajasthan Royals,field,Rajasthan Royals,0,8,Glenn Pooran,normal
564,2024,2024-05-11,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Kolkata,Gujarat Titans,field,Gujarat Titans,9,0,Trent Chahar,tie
565,2024,2024-05-12,Kolkata Knight Riders,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Mohali,Sunrisers Hyderabad,bat,Kolkata Knight Riders,42,0,Andre Starc,normal
